"","site_type","allele_freq","dist_bin","mean_D","mean_r2","mean_D_prime","num_pairs","s_ben","s_del","rho_exp","mu_exp","theta","h_del","h_ben","model","num_sites"
"3296","nonsyn","common",1400,0.0162105473204105,0.12219391452639,0.0363632542141258,5262,0.1,0.001,6,6,0,0.5,0.5,1,2
"3297","syn","rare",1400,0.000263743175467926,0.0271411846008838,-0.768038129366598,85537,0.1,0.001,6,6,0,0.5,0.5,1,2
"3298","nonsyn","rare",1400,0.000241957145957497,0.0265463516407618,-0.878338762662534,239604,0.1,0.001,6,6,0,0.5,0.5,1,2
"3299","syn","int",1400,0.000571434086083768,0.0396404328167459,-0.328316899932862,41448,0.1,0.001,6,6,0,0.5,0.5,1,2
"3300","nonsyn","int",1400,0.000698448470339081,0.0453689909287464,-0.522243895651492,43441,0.1,0.001,6,6,0,0.5,0.5,1,2
"3301","syn","common",1500,0.00282167971401421,0.0662640643447229,-0.00321400391964046,22099,0.1,0.001,6,6,0,0.5,0.5,1,2
"3302","nonsyn","common",1500,0.0147672513528643,0.118199938363785,0.028757200504538,5359,0.1,0.001,6,6,0,0.5,0.5,1,2
"3303","syn","rare",1500,0.000281758911984297,0.0264925628698472,-0.766855609872892,85587,0.1,0.001,6,6,0,0.5,0.5,1,2
"3304","nonsyn","rare",1500,0.000242888015140007,0.0263028004771099,-0.876929381174576,238309,0.1,0.001,6,6,0,0.5,0.5,1,2
"3305","syn","int",1500,0.000811060926388622,0.0392169620648238,-0.322090149357053,41624,0.1,0.001,6,6,0,0.5,0.5,1,2
"3306","nonsyn","int",1500,0.00077488842124737,0.044239730065041,-0.511025503651836,43243,0.1,0.001,6,6,0,0.5,0.5,1,2
"3307","syn","common",1600,0.00281009740705172,0.0634572341334967,-0.00341004239205936,21867,0.1,0.001,6,6,0,0.5,0.5,1,2
"3308","nonsyn","common",1600,0.0147998514667657,0.116143232325566,0.0281782523848698,5386,0.1,0.001,6,6,0,0.5,0.5,1,2
"3309","syn","rare",1600,0.000255251243314254,0.0254845522606116,-0.767105995542939,85256,0.1,0.001,6,6,0,0.5,0.5,1,2
"3310","nonsyn","rare",1600,0.00023647696317718,0.0256644238589424,-0.877211157465709,238249,0.1,0.001,6,6,0,0.5,0.5,1,2
"3311","syn","int",1600,0.00047709075716989,0.0363639656667511,-0.324906568288711,40691,0.1,0.001,6,6,0,0.5,0.5,1,2
"3312","nonsyn","int",1600,0.000871782166914031,0.0439454474415046,-0.505748246341471,43795,0.1,0.001,6,6,0,0.5,0.5,1,2
"3313","syn","common",1700,0.00242426747497015,0.0614461766244088,-0.00266101894159177,21774,0.1,0.001,6,6,0,0.5,0.5,1,2
"3314","nonsyn","common",1700,0.0159056972952235,0.116987912842345,0.0352105877464723,5213,0.1,0.001,6,6,0,0.5,0.5,1,2
"3315","syn","rare",1700,0.000217500963773788,0.0247364499540335,-0.770354047288105,85601,0.1,0.001,6,6,0,0.5,0.5,1,2
"3316","nonsyn","rare",1700,0.000219686521168031,0.0251149475460952,-0.876737269639152,237528,0.1,0.001,6,6,0,0.5,0.5,1,2
"3317","syn","int",1700,0.00050797050646682,0.0353608086865545,-0.318412379893941,41365,0.1,0.001,6,6,0,0.5,0.5,1,2
"3318","nonsyn","int",1700,0.0006899939820387,0.0419442037109416,-0.503406609399579,43204,0.1,0.001,6,6,0,0.5,0.5,1,2
"3319","syn","common",1800,0.00316191110294793,0.0576364734690693,0.00210795430741018,21778,0.1,0.001,6,6,0,0.5,0.5,1,2
"3320","nonsyn","common",1800,0.01527109622185,0.1101304682184,0.0394038221255367,5373,0.1,0.001,6,6,0,0.5,0.5,1,2
"3321","syn","rare",1800,0.000219769520225776,0.0236817683808434,-0.770002477247468,85040,0.1,0.001,6,6,0,0.5,0.5,1,2
"3322","nonsyn","rare",1800,0.000204813843910416,0.024453785896047,-0.878477231062676,237274,0.1,0.001,6,6,0,0.5,0.5,1,2
"3323","syn","int",1800,0.000594139523578026,0.0342005238588212,-0.316924305317582,41140,0.1,0.001,6,6,0,0.5,0.5,1,2
"3324","nonsyn","int",1800,0.000789606521036346,0.0400823096017814,-0.490895261918073,43306,0.1,0.001,6,6,0,0.5,0.5,1,2
"3325","syn","common",1900,0.0021667782158247,0.0564392594362514,-0.00455839077860146,21814,0.1,0.001,6,6,0,0.5,0.5,1,2
"3326","nonsyn","common",1900,0.016298124516628,0.109825585648304,0.0443813301221551,5172,0.1,0.001,6,6,0,0.5,0.5,1,2
"3327","syn","rare",1900,0.000200693944508043,0.0240435623782541,-0.769174687780918,84733,0.1,0.001,6,6,0,0.5,0.5,1,2
"3328","nonsyn","rare",1900,0.000215911610594251,0.0244964513910628,-0.87691674648027,237223,0.1,0.001,6,6,0,0.5,0.5,1,2
"3329","syn","int",1900,0.000438427052953795,0.0330094021418447,-0.312518310820923,41489,0.1,0.001,6,6,0,0.5,0.5,1,2
"3330","nonsyn","int",1900,0.000740705669900215,0.0385989775472141,-0.488208110746894,43193,0.1,0.001,6,6,0,0.5,0.5,1,2
"3331","syn","common",2000,0.00278335024444239,0.055474973855436,0.00287998718163753,21682,0.1,0.001,6,6,0,0.5,0.5,1,2
"3332","nonsyn","common",2000,0.0156172566371681,0.100676122195746,0.0435370627475066,5424,0.1,0.001,6,6,0,0.5,0.5,1,2
"3333","syn","rare",2000,0.000199848139711465,0.0236382939883242,-0.768291595797369,85605,0.1,0.001,6,6,0,0.5,0.5,1,2
"3334","nonsyn","rare",2000,0.000223757393313688,0.024548630827994,-0.875696672041961,235855,0.1,0.001,6,6,0,0.5,0.5,1,2
"3335","syn","int",2000,0.000529207848483373,0.0323203335303223,-0.307909838014641,41078,0.1,0.001,6,6,0,0.5,0.5,1,2
"3336","nonsyn","int",2000,0.000626356464337466,0.0376927330258055,-0.489452423272834,43477,0.1,0.001,6,6,0,0.5,0.5,1,2
"3337","syn","common",2500,0.00223859025094278,0.0503916920198221,-0.00189149723853989,107395,0.1,0.001,6,6,0,0.5,0.5,1,2
"3338","nonsyn","common",2500,0.0149770285542078,0.0962067621614487,0.0401534162348599,26546,0.1,0.001,6,6,0,0.5,0.5,1,2
"3339","syn","rare",2500,0.000180304703703791,0.0221449858983139,-0.767738001530441,422837,0.1,0.001,6,6,0,0.5,0.5,1,2
"3340","nonsyn","rare",2500,0.000180084108114185,0.022605511842226,-0.877417034892497,1174203,0.1,0.001,6,6,0,0.5,0.5,1,2
"3341","syn","int",2500,0.00041209675838821,0.0300760733733013,-0.302444642429324,204096,0.1,0.001,6,6,0,0.5,0.5,1,2
"3342","nonsyn","int",2500,0.000562060511532121,0.0348683523186499,-0.477573140455864,214141,0.1,0.001,6,6,0,0.5,0.5,1,2
"3343","syn","common",3000,0.002072427704868,0.0441698188908619,-0.000747432887883672,104848,0.1,0.001,6,6,0,0.5,0.5,1,2
"3344","nonsyn","common",3000,0.0127681640550897,0.0835058097923467,0.0280949749377966,26357,0.1,0.001,6,6,0,0.5,0.5,1,2
"3345","syn","rare",3000,0.000155082892298446,0.0204500774101441,-0.767250828651169,419279,0.1,0.001,6,6,0,0.5,0.5,1,2
"3346","nonsyn","rare",3000,0.000152726528110117,0.0210951066729236,-0.877047957440882,1164723,0.1,0.001,6,6,0,0.5,0.5,1,2
"3347","syn","int",3000,0.00035846341572298,0.0270410011667114,-0.293781727737828,201603,0.1,0.001,6,6,0,0.5,0.5,1,2
"3348","nonsyn","int",3000,0.000506611286622287,0.0314982233102577,-0.464489150317884,212712,0.1,0.001,6,6,0,0.5,0.5,1,2
"3349","syn","common",3500,0.0019537915478007,0.040451383756334,-0.000712862081466103,105511,0.1,0.001,6,6,0,0.5,0.5,1,2
"3350","nonsyn","common",3500,0.0122345534856923,0.0750372013846225,0.0316373275106906,26035,0.1,0.001,6,6,0,0.5,0.5,1,2
"3351","syn","rare",3500,0.000132681492566665,0.0190876246076949,-0.767795800163079,416973,0.1,0.001,6,6,0,0.5,0.5,1,2
"3352","nonsyn","rare",3500,0.000130316904057212,0.0198203532803514,-0.877201383573456,1156533,0.1,0.001,6,6,0,0.5,0.5,1,2
"3353","syn","int",3500,0.000316614650997257,0.0246518143606189,-0.28517822397992,200901,0.1,0.001,6,6,0,0.5,0.5,1,2
"3354","nonsyn","int",3500,0.000388661878133893,0.0284038726810255,-0.453287585627212,211199,0.1,0.001,6,6,0,0.5,0.5,1,2
"3355","syn","common",4000,0.00150351300744233,0.0363475320573619,-0.00373305319434501,105209,0.1,0.001,6,6,0,0.5,0.5,1,2
"3356","nonsyn","common",4000,0.0113398183881952,0.0688558419287109,0.0300311142108311,26430,0.1,0.001,6,6,0,0.5,0.5,1,2
"3357","syn","rare",4000,0.000120181908167672,0.0181596468576643,-0.767706102512914,412186,0.1,0.001,6,6,0,0.5,0.5,1,2
"3358","nonsyn","rare",4000,0.000121450803304736,0.0189983789047232,-0.876389549328434,1147323,0.1,0.001,6,6,0,0.5,0.5,1,2
"3359","syn","int",4000,0.000304436602726505,0.0227829991218575,-0.277260383014173,198936,0.1,0.001,6,6,0,0.5,0.5,1,2
"3360","nonsyn","int",4000,0.000383861577957836,0.0263622871546835,-0.441027866001314,209562,0.1,0.001,6,6,0,0.5,0.5,1,2
"3361","syn","common",4500,0.00164164430998725,0.0344901473290816,-0.00101866096414032,105114,0.1,0.001,6,6,0,0.5,0.5,1,2
"3362","nonsyn","common",4500,0.0108802499226246,0.0623376767289383,0.0328462269645106,25848,0.1,0.001,6,6,0,0.5,0.5,1,2
"3363","syn","rare",4500,0.000117756972888629,0.0174888022015116,-0.764936550041066,410160,0.1,0.001,6,6,0,0.5,0.5,1,2
"3364","nonsyn","rare",4500,0.000113053306070628,0.0184033549339246,-0.875841289880986,1140508,0.1,0.001,6,6,0,0.5,0.5,1,2
"3365","syn","int",4500,0.000255779601881719,0.0213494226881164,-0.27346258892554,197479,0.1,0.001,6,6,0,0.5,0.5,1,2
"3366","nonsyn","int",4500,0.000372770075477712,0.0248506777361087,-0.43390531215467,207081,0.1,0.001,6,6,0,0.5,0.5,1,2
"3367","syn","common",5000,0.00120017159400284,0.0313607996257033,-0.00434941057640952,104316,0.1,0.001,6,6,0,0.5,0.5,1,2
"3368","nonsyn","common",5000,0.00965920935109316,0.0568409681403561,0.0230902699105004,25751,0.1,0.001,6,6,0,0.5,0.5,1,2
"3369","syn","rare",5000,0.000109545623131735,0.0170478790689308,-0.766853701806052,407129,0.1,0.001,6,6,0,0.5,0.5,1,2
"3370","nonsyn","rare",5000,9.60709186627827e-05,0.0174939192413728,-0.876243242926559,1131155,0.1,0.001,6,6,0,0.5,0.5,1,2
"3371","syn","int",5000,0.000219565494751132,0.0202291570154357,-0.268934720486445,195947,0.1,0.001,6,6,0,0.5,0.5,1,2
"3372","nonsyn","int",5000,0.000235200136097407,0.0230422688084005,-0.429313142251319,205735,0.1,0.001,6,6,0,0.5,0.5,1,2
"3373","syn","common",7500,0.00120209885762094,0.0263095057543352,-0.00294672574990918,511564,0.1,0.001,6,6,0,0.5,0.5,1,2
"3374","nonsyn","common",7500,0.008547448951424,0.0451679565297965,0.0242048818657887,126791,0.1,0.001,6,6,0,0.5,0.5,1,2
"3375","syn","rare",7500,8.51968576575421e-05,0.0157289708358279,-0.764756342340236,1994563,0.1,0.001,6,6,0,0.5,0.5,1,2
"3376","nonsyn","rare",7500,8.44499284115429e-05,0.0163593274430733,-0.87452586238542,5553968,0.1,0.001,6,6,0,0.5,0.5,1,2
"3377","syn","int",7500,0.000143125431917371,0.0178814716561601,-0.259260653165811,963726,0.1,0.001,6,6,0,0.5,0.5,1,2
"3378","nonsyn","int",7500,0.00022466168360404,0.0204093355732398,-0.412305854187841,1005272,0.1,0.001,6,6,0,0.5,0.5,1,2
"3379","syn","common",10000,0.000845817366915308,0.0207616985074615,-0.00373248875620308,498442,0.1,0.001,6,6,0,0.5,0.5,1,2
"3380","nonsyn","common",10000,0.00627573845110889,0.0316339160696824,0.0157078208893335,123908,0.1,0.001,6,6,0,0.5,0.5,1,2
"3381","syn","rare",10000,6.18244442719251e-05,0.0143057278848697,-0.763967761510506,1932150,0.1,0.001,6,6,0,0.5,0.5,1,2
"3382","nonsyn","rare",10000,5.68731453632074e-05,0.0147354556844947,-0.873948418429739,5357518,0.1,0.001,6,6,0,0.5,0.5,1,2
"3383","syn","int",10000,0.000107487644956361,0.0154758230092758,-0.248111252049199,931401,0.1,0.001,6,6,0,0.5,0.5,1,2
"3384","nonsyn","int",10000,0.000127153237572991,0.017138664769925,-0.394177829654862,967067,0.1,0.001,6,6,0,0.5,0.5,1,2
"3385","nonsyn","common",10,0.0219342688330871,0.541166182839463,-0.0243719538126584,677,0.1,0.001,6,6,0,0.5,0.5,2,2
"3386","syn","common",10,0.00739314662273476,0.669739490490487,-0.0151571644348322,3035,0.1,0.001,6,6,0,0.5,0.5,2,2
"3387","nonsyn","rare",10,0.0010059124156039,0.0621064518507726,-0.840571106240151,21328,0.1,0.001,6,6,0,0.5,0.5,2,2
"3388","syn","rare",10,0.00140799656061909,0.118052271026775,-0.677785526720375,8141,0.1,0.001,6,6,0,0.5,0.5,2,2
"3389","nonsyn","int",10,0.00373633169360506,0.162474160731378,-0.598433140017049,4269,0.1,0.001,6,6,0,0.5,0.5,2,2
"3390","syn","int",10,0.00519964950711939,0.322610841942912,-0.340592510424538,4565,0.1,0.001,6,6,0,0.5,0.5,2,2
"3391","nonsyn","common",15,0.0305736842105263,0.562756532605652,-0.0250100916087647,361,0.1,0.001,6,6,0,0.5,0.5,2,2
"3392","syn","common",15,0.00683631508678238,0.630383654410211,-0.0173570748031727,1498,0.1,0.001,6,6,0,0.5,0.5,2,2
"3393","nonsyn","rare",15,0.000980460301321749,0.0607290234262376,-0.847387492841799,10819,0.1,0.001,6,6,0,0.5,0.5,2,2
"3394","syn","rare",15,0.00155421863536317,0.111840214750027,-0.692679489400333,4089,0.1,0.001,6,6,0,0.5,0.5,2,2
"3395","nonsyn","int",15,0.00419747649678377,0.160696583372359,-0.58653249067762,2021,0.1,0.001,6,6,0,0.5,0.5,2,2
"3396","syn","int",15,0.00382372954349698,0.296071848876407,-0.353703469086051,2322,0.1,0.001,6,6,0,0.5,0.5,2,2
"3397","nonsyn","common",20,0.0154742937853107,0.494326278421338,-0.0694665069330588,354,0.1,0.001,6,6,0,0.5,0.5,2,2
"3398","syn","common",20,0.0120974569932685,0.629733458750252,0.0198283885844909,1337,0.1,0.001,6,6,0,0.5,0.5,2,2
"3399","nonsyn","rare",20,0.00104091922005571,0.0625726196089673,-0.835983826970961,10770,0.1,0.001,6,6,0,0.5,0.5,2,2
"3400","syn","rare",20,0.00112477283596365,0.108183238351061,-0.696477874106322,4182,0.1,0.001,6,6,0,0.5,0.5,2,2
"3401","nonsyn","int",20,0.00317889641819942,0.150390977921074,-0.61035409162008,2066,0.1,0.001,6,6,0,0.5,0.5,2,2
"3402","syn","int",20,0.00730704744357439,0.291829820430816,-0.313057560322437,2171,0.1,0.001,6,6,0,0.5,0.5,2,2
"3403","nonsyn","common",25,0.0145964285714286,0.492756117735816,-0.0563779593496933,336,0.1,0.001,6,6,0,0.5,0.5,2,2
"3404","syn","common",25,0.0154391782831988,0.623632829214626,0.0288412267693359,1363,0.1,0.001,6,6,0,0.5,0.5,2,2
"3405","nonsyn","rare",25,0.00107456888383551,0.0633992028648187,-0.830977734810954,10554,0.1,0.001,6,6,0,0.5,0.5,2,2
"3406","syn","rare",25,0.00160046832634952,0.109636441544695,-0.673979135440222,4057,0.1,0.001,6,6,0,0.5,0.5,2,2
"3407","nonsyn","int",25,0.00621885796545106,0.170712157520117,-0.551476140995564,2084,0.1,0.001,6,6,0,0.5,0.5,2,2
"3408","syn","int",25,0.00595499322187076,0.268677080231163,-0.352697619238903,2213,0.1,0.001,6,6,0,0.5,0.5,2,2
"3409","nonsyn","common",50,0.0221332290362954,0.484622221578416,-0.0140468761262878,1598,0.1,0.001,6,6,0,0.5,0.5,2,2
"3410","syn","common",50,0.0126683935503135,0.553259493328426,0.015303846444197,6698,0.1,0.001,6,6,0,0.5,0.5,2,2
"3411","nonsyn","rare",50,0.000927706922990612,0.0584364775451007,-0.843686277126528,53474,0.1,0.001,6,6,0,0.5,0.5,2,2
"3412","syn","rare",50,0.001447150997151,0.101570626917968,-0.69042654091413,20358,0.1,0.001,6,6,0,0.5,0.5,2,2
"3413","nonsyn","int",50,0.00348838273134471,0.142577810517032,-0.608147897555056,10493,0.1,0.001,6,6,0,0.5,0.5,2,2
"3414","syn","int",50,0.00509312901184341,0.253325601754325,-0.344749638706421,11061,0.1,0.001,6,6,0,0.5,0.5,2,2
"3415","nonsyn","common",75,0.0227932450331126,0.449312238200342,-0.0057987456383822,1510,0.1,0.001,6,6,0,0.5,0.5,2,2
"3416","syn","common",75,0.00876527992576554,0.483344463465926,-0.00457705032765668,6466,0.1,0.001,6,6,0,0.5,0.5,2,2
"3417","nonsyn","rare",75,0.000879627238533655,0.0562120261561838,-0.846711745634308,53439,0.1,0.001,6,6,0,0.5,0.5,2,2
"3418","syn","rare",75,0.00128111912287633,0.0902832002394775,-0.705574104065572,20248,0.1,0.001,6,6,0,0.5,0.5,2,2
"3419","nonsyn","int",75,0.00401763620471982,0.141083198325275,-0.590862382352123,10297,0.1,0.001,6,6,0,0.5,0.5,2,2
"3420","syn","int",75,0.00401492126731171,0.218036616961411,-0.379141369078271,10542,0.1,0.001,6,6,0,0.5,0.5,2,2
"3421","nonsyn","common",100,0.0208070739549839,0.413229944092482,-0.0109101692077254,1555,0.1,0.001,6,6,0,0.5,0.5,2,2
"3422","syn","common",100,0.0102310763011622,0.425327106026226,0.00641431864678755,5937,0.1,0.001,6,6,0,0.5,0.5,2,2
"3423","nonsyn","rare",100,0.00084595304702858,0.0540288435134414,-0.847983768532573,52904,0.1,0.001,6,6,0,0.5,0.5,2,2
"3424","syn","rare",100,0.00102765257279617,0.0793285619252796,-0.716481861928839,20056,0.1,0.001,6,6,0,0.5,0.5,2,2
"3425","nonsyn","int",100,0.00333251097025841,0.12670251570111,-0.598633615758256,10255,0.1,0.001,6,6,0,0.5,0.5,2,2
"3426","syn","int",100,0.0031353995157385,0.186939665993196,-0.370279794404956,10325,0.1,0.001,6,6,0,0.5,0.5,2,2
"3427","nonsyn","common",125,0.0171769337979094,0.381848619613734,-0.049204434425114,1435,0.1,0.001,6,6,0,0.5,0.5,2,2
"3428","syn","common",125,0.00939663345929234,0.389145940126024,0.00954910798921232,5822,0.1,0.001,6,6,0,0.5,0.5,2,2
"3429","nonsyn","rare",125,0.000820510173436444,0.0521499755908696,-0.851376236342665,53276,0.1,0.001,6,6,0,0.5,0.5,2,2
"3430","syn","rare",125,0.00106197466318118,0.0738890945917145,-0.723041150141446,19892,0.1,0.001,6,6,0,0.5,0.5,2,2
"3431","nonsyn","int",125,0.00304565985860173,0.121794249662761,-0.598488237365561,10184,0.1,0.001,6,6,0,0.5,0.5,2,2
"3432","syn","int",125,0.00392802511415525,0.173359970385615,-0.378334478373987,10512,0.1,0.001,6,6,0,0.5,0.5,2,2
"3433","nonsyn","common",150,0.0201813052345343,0.356345137880599,-0.0133060534395686,1471,0.1,0.001,6,6,0,0.5,0.5,2,2
"3434","syn","common",150,0.00655038910505837,0.346441008021721,-0.0132244382853286,5654,0.1,0.001,6,6,0,0.5,0.5,2,2
"3435","nonsyn","rare",150,0.00073132208738776,0.0495026510741596,-0.854413193235734,53234,0.1,0.001,6,6,0,0.5,0.5,2,2
"3436","syn","rare",150,0.00104405845469256,0.0702153959879395,-0.717471443403294,19776,0.1,0.001,6,6,0,0.5,0.5,2,2
"3437","nonsyn","int",150,0.00233495422777832,0.111593843134077,-0.614158740478122,10159,0.1,0.001,6,6,0,0.5,0.5,2,2
"3438","syn","int",150,0.0040422861632132,0.161442515472692,-0.359974908721344,10183,0.1,0.001,6,6,0,0.5,0.5,2,2
"3439","nonsyn","common",175,0.016688295687885,0.337121176363192,-0.0377348520655921,1461,0.1,0.001,6,6,0,0.5,0.5,2,2
"3440","syn","common",175,0.00632391304347826,0.313352071893874,-0.0112058736741838,5704,0.1,0.001,6,6,0,0.5,0.5,2,2
"3441","nonsyn","rare",175,0.000702115297833935,0.0475772868235972,-0.858558671998369,53184,0.1,0.001,6,6,0,0.5,0.5,2,2
"3442","syn","rare",175,0.00102861042309053,0.0674621497199194,-0.719732280608913,19783,0.1,0.001,6,6,0,0.5,0.5,2,2
"3443","nonsyn","int",175,0.0035814735821619,0.117170344564263,-0.578217864690001,10315,0.1,0.001,6,6,0,0.5,0.5,2,2
"3444","syn","int",175,0.00349870090936345,0.149926826275443,-0.376907371854378,10007,0.1,0.001,6,6,0,0.5,0.5,2,2
"3445","nonsyn","common",200,0.0270619883040936,0.334885750787957,0.0427740548212163,1368,0.1,0.001,6,6,0,0.5,0.5,2,2
"3446","syn","common",200,0.00689669906473501,0.297014821400485,-0.0141722478203675,5453,0.1,0.001,6,6,0,0.5,0.5,2,2
"3447","nonsyn","rare",200,0.000681988464501099,0.0471821451218456,-0.859402723464913,53227,0.1,0.001,6,6,0,0.5,0.5,2,2
"3448","syn","rare",200,0.000923595053785061,0.0622429357016488,-0.730821070038598,19894,0.1,0.001,6,6,0,0.5,0.5,2,2
"3449","nonsyn","int",200,0.00286779526779527,0.110272626935982,-0.604232750542905,10101,0.1,0.001,6,6,0,0.5,0.5,2,2
"3450","syn","int",200,0.00274769636695758,0.132787885665594,-0.379743949066204,9854,0.1,0.001,6,6,0,0.5,0.5,2,2
"3451","nonsyn","common",250,0.0212804247787611,0.306800902964515,0.00669725161211248,2825,0.1,0.001,6,6,0,0.5,0.5,2,2
"3452","syn","common",250,0.00826031319495923,0.270731903789406,0.000885752468927881,10792,0.1,0.001,6,6,0,0.5,0.5,2,2
"3453","nonsyn","rare",250,0.000673775305644182,0.0464611351833682,-0.858255262401977,106251,0.1,0.001,6,6,0,0.5,0.5,2,2
"3454","syn","rare",250,0.000806361206567392,0.0569160247961156,-0.735272569983273,39285,0.1,0.001,6,6,0,0.5,0.5,2,2
"3455","nonsyn","int",250,0.0025322977022977,0.103023620839095,-0.595162416103045,20020,0.1,0.001,6,6,0,0.5,0.5,2,2
"3456","syn","int",250,0.00283226248477467,0.120875030403388,-0.378290417383997,19704,0.1,0.001,6,6,0,0.5,0.5,2,2
"3457","nonsyn","common",300,0.023029207383279,0.292203173927896,0.0176067905208864,2763,0.1,0.001,6,6,0,0.5,0.5,2,2
"3458","syn","common",300,0.00909780003744617,0.238064504206119,0.00995674306104903,10682,0.1,0.001,6,6,0,0.5,0.5,2,2
"3459","nonsyn","rare",300,0.000655723862744542,0.0450426800328553,-0.85795797289324,105759,0.1,0.001,6,6,0,0.5,0.5,2,2
"3460","syn","rare",300,0.000771680939439003,0.054811384402122,-0.734572304839885,39002,0.1,0.001,6,6,0,0.5,0.5,2,2
"3461","nonsyn","int",300,0.00292438475390156,0.100893803857616,-0.575750258857634,19992,0.1,0.001,6,6,0,0.5,0.5,2,2
"3462","syn","int",300,0.00240990926334136,0.109902282214137,-0.379217860095127,19507,0.1,0.001,6,6,0,0.5,0.5,2,2
"3463","nonsyn","common",350,0.021274328797352,0.263561443157239,0.00552465661709952,2719,0.1,0.001,6,6,0,0.5,0.5,2,2
"3464","syn","common",350,0.00757149729995091,0.212404610869136,0.00568294900485216,10185,0.1,0.001,6,6,0,0.5,0.5,2,2
"3465","nonsyn","rare",350,0.000581579516904576,0.0424329531752444,-0.862716592693595,106273,0.1,0.001,6,6,0,0.5,0.5,2,2
"3466","syn","rare",350,0.000774996152464987,0.0519753622695105,-0.737719958890893,38986,0.1,0.001,6,6,0,0.5,0.5,2,2
"3467","nonsyn","int",350,0.00243990421358333,0.0926685633772184,-0.580265350532882,19627,0.1,0.001,6,6,0,0.5,0.5,2,2
"3468","syn","int",350,0.00216245781631276,0.0976200847058398,-0.379677073742609,19261,0.1,0.001,6,6,0,0.5,0.5,2,2
"3469","nonsyn","common",400,0.0226195749440716,0.249532194082728,0.0281139464568484,2682,0.1,0.001,6,6,0,0.5,0.5,2,2
"3470","syn","common",400,0.00697172630751081,0.189040275950473,0.00565689007361378,10172,0.1,0.001,6,6,0,0.5,0.5,2,2
"3471","nonsyn","rare",400,0.000582081604032824,0.0417849895281121,-0.861251087288595,105534,0.1,0.001,6,6,0,0.5,0.5,2,2
"3472","syn","rare",400,0.000659579998455877,0.0466297469874466,-0.744298310548346,38857,0.1,0.001,6,6,0,0.5,0.5,2,2
"3473","nonsyn","int",400,0.00186046961748077,0.0855150804881923,-0.585070279071237,19633,0.1,0.001,6,6,0,0.5,0.5,2,2
"3474","syn","int",400,0.00167384504947957,0.0897468048593541,-0.385183731908092,19503,0.1,0.001,6,6,0,0.5,0.5,2,2
"3475","nonsyn","common",450,0.0247853982300885,0.238056327572059,0.0573283207911764,2712,0.1,0.001,6,6,0,0.5,0.5,2,2
"3476","syn","common",450,0.00620260972716489,0.175636781217388,0.00439350946726118,10116,0.1,0.001,6,6,0,0.5,0.5,2,2
"3477","nonsyn","rare",450,0.000536033878004962,0.0401160516284074,-0.864168661060571,105201,0.1,0.001,6,6,0,0.5,0.5,2,2
"3478","syn","rare",450,0.000646678344195152,0.0459830609100217,-0.741585493877924,38821,0.1,0.001,6,6,0,0.5,0.5,2,2
"3479","nonsyn","int",450,0.00174401784371711,0.0810159279719843,-0.577107248282523,19951,0.1,0.001,6,6,0,0.5,0.5,2,2
"3480","syn","int",450,0.0017907319860772,0.0853007278612288,-0.372092463120102,19249,0.1,0.001,6,6,0,0.5,0.5,2,2
"3481","nonsyn","common",500,0.0229039163498099,0.231188147718189,0.039762811304379,2630,0.1,0.001,6,6,0,0.5,0.5,2,2
"3482","syn","common",500,0.00532883137889203,0.160895611694329,-0.00133835491042443,9892,0.1,0.001,6,6,0,0.5,0.5,2,2
"3483","nonsyn","rare",500,0.000526719023351335,0.0393012350856258,-0.863379033105749,105176,0.1,0.001,6,6,0,0.5,0.5,2,2
"3484","syn","rare",500,0.000585238828967643,0.0422396418428955,-0.748352556050482,38940,0.1,0.001,6,6,0,0.5,0.5,2,2
"3485","nonsyn","int",500,0.00172035934187948,0.0783781595069708,-0.575431931215293,19814,0.1,0.001,6,6,0,0.5,0.5,2,2
"3486","syn","int",500,0.00168143884892086,0.0780991541481504,-0.375255120556007,19460,0.1,0.001,6,6,0,0.5,0.5,2,2
"3487","nonsyn","common",550,0.0241365632096896,0.222919158453677,0.0536292196281697,2642,0.1,0.001,6,6,0,0.5,0.5,2,2
"3488","syn","common",550,0.00576181190331099,0.148711342878252,0.00861643760998231,9846,0.1,0.001,6,6,0,0.5,0.5,2,2
"3489","nonsyn","rare",550,0.000482155874221538,0.0371744940049014,-0.865407066625088,104533,0.1,0.001,6,6,0,0.5,0.5,2,2
"3490","syn","rare",550,0.000552949078977963,0.0407911721798201,-0.751248097614104,38707,0.1,0.001,6,6,0,0.5,0.5,2,2
"3491","nonsyn","int",550,0.00175267031226044,0.0761430708672373,-0.568573347799801,19567,0.1,0.001,6,6,0,0.5,0.5,2,2
"3492","syn","int",550,0.00141347584616997,0.0737095492360241,-0.37017319392759,19086,0.1,0.001,6,6,0,0.5,0.5,2,2
"3493","nonsyn","common",600,0.0203920681986657,0.208738339277869,0.0298884766321197,2698,0.1,0.001,6,6,0,0.5,0.5,2,2
"3494","syn","common",600,0.00548312627291242,0.140303093010145,0.00389269700169097,9820,0.1,0.001,6,6,0,0.5,0.5,2,2
"3495","nonsyn","rare",600,0.000470781602169844,0.0365565153078756,-0.865944793282328,104708,0.1,0.001,6,6,0,0.5,0.5,2,2
"3496","syn","rare",600,0.0005666580438213,0.040877905139995,-0.744221887863349,38657,0.1,0.001,6,6,0,0.5,0.5,2,2
