"","site_type","allele_freq","dist_bin","mean_D","mean_r2","mean_D_prime","num_pairs","s_ben","s_del","rho_exp","mu_exp","theta","h_del","h_ben","model","num_sites"
"1757","nonsyn","common",200,0.0204281779661017,0.306891435514441,0.00135770907421744,1416,0.1,0.001,6,6,0,0.5,0.5,4,10
"1758","syn","common",200,0.00834711810466761,0.284299882674427,0.00308841773638477,5656,0.1,0.001,6,6,0,0.5,0.5,4,10
"1759","nonsyn","rare",250,0.000606175258483187,0.0441252136844159,-0.865714508154713,123509,0.1,0.001,6,6,0,0.5,0.5,4,10
"1760","syn","rare",250,0.000786157811629203,0.0552713694562428,-0.749604708586801,43064,0.1,0.001,6,6,0,0.5,0.5,4,10
"1761","nonsyn","int",250,0.00255608869669228,0.10048917182165,-0.588872663297827,21737,0.1,0.001,6,6,0,0.5,0.5,4,10
"1762","syn","int",250,0.00317038913193645,0.120981714524568,-0.380246550340944,21715,0.1,0.001,6,6,0,0.5,0.5,4,10
"1763","nonsyn","common",250,0.0241349410503751,0.29366387425417,0.0298580826469618,2799,0.1,0.001,6,6,0,0.5,0.5,4,10
"1764","syn","common",250,0.00888733660130719,0.250958978701369,0.0120220669513275,11016,0.1,0.001,6,6,0,0.5,0.5,4,10
"1765","nonsyn","rare",300,0.000564285772222538,0.0427458926154072,-0.867101284079941,123287,0.1,0.001,6,6,0,0.5,0.5,4,10
"1766","syn","rare",300,0.000690019456154167,0.0510990090810989,-0.75565516479237,43174,0.1,0.001,6,6,0,0.5,0.5,4,10
"1767","nonsyn","int",300,0.00197375906046426,0.090042531595563,-0.593593633792933,21798,0.1,0.001,6,6,0,0.5,0.5,4,10
"1768","syn","int",300,0.00228529603122967,0.107424738088973,-0.381570013051452,21518,0.1,0.001,6,6,0,0.5,0.5,4,10
"1769","nonsyn","common",300,0.0229803019410496,0.273988579320209,0.0263886331602367,2782,0.1,0.001,6,6,0,0.5,0.5,4,10
"1770","syn","common",300,0.00547801163112711,0.222646208950942,-0.00531148603633302,10833,0.1,0.001,6,6,0,0.5,0.5,4,10
"1771","nonsyn","rare",350,0.000530676909085003,0.0413633023137262,-0.867500932674544,123148,0.1,0.001,6,6,0,0.5,0.5,4,10
"1772","syn","rare",350,0.000657606664051503,0.0478000239792529,-0.755227158531995,43337,0.1,0.001,6,6,0,0.5,0.5,4,10
"1773","nonsyn","int",350,0.00178157979186724,0.0853800624712549,-0.592128594480062,21813,0.1,0.001,6,6,0,0.5,0.5,4,10
"1774","syn","int",350,0.00205073810309862,0.0944381603196579,-0.391033987383375,21203,0.1,0.001,6,6,0,0.5,0.5,4,10
"1775","nonsyn","common",350,0.0210722386953299,0.241685861043644,0.025358587122547,2698,0.1,0.001,6,6,0,0.5,0.5,4,10
"1776","syn","common",350,0.00657619047619048,0.195797375942796,0.00582276464646941,10584,0.1,0.001,6,6,0,0.5,0.5,4,10
"1777","nonsyn","rare",400,0.000459537510743666,0.0387423055389164,-0.871693429502189,122165,0.1,0.001,6,6,0,0.5,0.5,4,10
"1778","syn","rare",400,0.000570980025697933,0.0454496799997628,-0.756888488769656,42805,0.1,0.001,6,6,0,0.5,0.5,4,10
"1779","nonsyn","int",400,0.00162945269449893,0.0807370966899318,-0.586538335391493,21414,0.1,0.001,6,6,0,0.5,0.5,4,10
"1780","syn","int",400,0.0018407379231647,0.0876618466341266,-0.38492686030956,21032,0.1,0.001,6,6,0,0.5,0.5,4,10
"1781","nonsyn","common",400,0.0224966882375333,0.228958300800251,0.036383512264064,2627,0.1,0.001,6,6,0,0.5,0.5,4,10
"1782","syn","common",400,0.00451466147564334,0.175994169771244,-0.00769185255397643,10531,0.1,0.001,6,6,0,0.5,0.5,4,10
"1783","nonsyn","rare",450,0.000471556068191486,0.0380523489761383,-0.869398522837218,122244,0.1,0.001,6,6,0,0.5,0.5,4,10
"1784","syn","rare",450,0.000488963901262064,0.041080996553184,-0.767807942227165,43104,0.1,0.001,6,6,0,0.5,0.5,4,10
"1785","nonsyn","int",450,0.00159161134580567,0.0767981857189125,-0.577468541326942,21541,0.1,0.001,6,6,0,0.5,0.5,4,10
"1786","syn","int",450,0.00154061789234268,0.0793298097711839,-0.385671624327386,21104,0.1,0.001,6,6,0,0.5,0.5,4,10
"1787","nonsyn","common",450,0.0219965673330819,0.213341014857337,0.0316758287704221,2651,0.1,0.001,6,6,0,0.5,0.5,4,10
"1788","syn","common",450,0.00633958814472671,0.156754399931221,0.00567523359505986,10392,0.1,0.001,6,6,0,0.5,0.5,4,10
"1789","nonsyn","rare",500,0.000432464137502859,0.0368673225939953,-0.871747351256667,122412,0.1,0.001,6,6,0,0.5,0.5,4,10
"1790","syn","rare",500,0.000541523778712391,0.0422179388452706,-0.762426846225273,43274,0.1,0.001,6,6,0,0.5,0.5,4,10
"1791","nonsyn","int",500,0.00124676523213109,0.0722168060210854,-0.58165803752609,21238,0.1,0.001,6,6,0,0.5,0.5,4,10
"1792","syn","int",500,0.00157039861850626,0.0764298888891538,-0.380236496868503,20847,0.1,0.001,6,6,0,0.5,0.5,4,10
"1793","nonsyn","common",500,0.0213730754787833,0.198137417273591,0.0412823701008691,2663,0.1,0.001,6,6,0,0.5,0.5,4,10
"1794","syn","common",500,0.00396153993487838,0.146085150433409,-0.00640886931216417,10442,0.1,0.001,6,6,0,0.5,0.5,4,10
"1795","nonsyn","rare",550,0.000414148716435527,0.0355433147854672,-0.87354395518178,122004,0.1,0.001,6,6,0,0.5,0.5,4,10
"1796","syn","rare",550,0.000459371098810505,0.0390886257164288,-0.769480362236611,42455,0.1,0.001,6,6,0,0.5,0.5,4,10
"1797","nonsyn","int",550,0.00146966255066453,0.0710368116779567,-0.569302866954616,21218,0.1,0.001,6,6,0,0.5,0.5,4,10
"1798","syn","int",550,0.00172480701922616,0.0729571521334325,-0.372665787418556,20857,0.1,0.001,6,6,0,0.5,0.5,4,10
"1799","nonsyn","common",550,0.0206574178935447,0.196979546253176,0.0279567343818703,2649,0.1,0.001,6,6,0,0.5,0.5,4,10
"1800","syn","common",550,0.00457987810871916,0.135927549837779,0.00197614306667701,10173,0.1,0.001,6,6,0,0.5,0.5,4,10
"1801","nonsyn","rare",600,0.000410366532429689,0.0350911808807327,-0.87230607112056,122172,0.1,0.001,6,6,0,0.5,0.5,4,10
"1802","syn","rare",600,0.00043408872536383,0.0380582810521618,-0.76712335912164,42671,0.1,0.001,6,6,0,0.5,0.5,4,10
"1803","nonsyn","int",600,0.00117732844275234,0.0656905979321952,-0.569098208717363,21538,0.1,0.001,6,6,0,0.5,0.5,4,10
"1804","syn","int",600,0.00130978471683476,0.0662180641338736,-0.372395775852171,20624,0.1,0.001,6,6,0,0.5,0.5,4,10
"1805","nonsyn","common",600,0.0210751434034417,0.186433479683856,0.0412868718254217,2615,0.1,0.001,6,6,0,0.5,0.5,4,10
"1806","syn","common",600,0.00318365045806906,0.124180398999906,-0.0101909695540447,9933,0.1,0.001,6,6,0,0.5,0.5,4,10
"1807","nonsyn","rare",650,0.000400211678118996,0.0349894777308334,-0.871687819720849,122828,0.1,0.001,6,6,0,0.5,0.5,4,10
"1808","syn","rare",650,0.000407054344227404,0.0359397430112648,-0.769425443096463,42286,0.1,0.001,6,6,0,0.5,0.5,4,10
"1809","nonsyn","int",650,0.00150125854348338,0.0664713936751423,-0.555600991567944,21215,0.1,0.001,6,6,0,0.5,0.5,4,10
"1810","syn","int",650,0.00118239048447926,0.0615743989503644,-0.366024695887001,20682,0.1,0.001,6,6,0,0.5,0.5,4,10
"1811","nonsyn","common",650,0.0188771779597915,0.181679887326179,0.026679875103816,2686,0.1,0.001,6,6,0,0.5,0.5,4,10
"1812","syn","common",650,0.00544448869859604,0.115729621032161,0.00975958628759823,10043,0.1,0.001,6,6,0,0.5,0.5,4,10
"1813","nonsyn","rare",700,0.000340031404917911,0.0325985875105277,-0.87644063757727,121637,0.1,0.001,6,6,0,0.5,0.5,4,10
"1814","syn","rare",700,0.000415435446815566,0.0355381555903167,-0.76573006408666,42221,0.1,0.001,6,6,0,0.5,0.5,4,10
"1815","nonsyn","int",700,0.00122736441484301,0.0619291601987364,-0.55717649685293,21020,0.1,0.001,6,6,0,0.5,0.5,4,10
"1816","syn","int",700,0.00124822590906866,0.0595302587080521,-0.363633661034,20433,0.1,0.001,6,6,0,0.5,0.5,4,10
"1817","nonsyn","common",700,0.0222772363913209,0.178870949795893,0.053653324279196,2627,0.1,0.001,6,6,0,0.5,0.5,4,10
"1818","syn","common",700,0.00396873278236915,0.108899679665233,-0.00316623888476815,10164,0.1,0.001,6,6,0,0.5,0.5,4,10
"1819","nonsyn","rare",750,0.000356455507013106,0.0330195166376757,-0.874424410398218,121772,0.1,0.001,6,6,0,0.5,0.5,4,10
"1820","syn","rare",750,0.000351483547389144,0.0333122576662229,-0.767337894292182,42668,0.1,0.001,6,6,0,0.5,0.5,4,10
"1821","nonsyn","int",750,0.00104622681580065,0.0597803755804052,-0.555739395089188,21189,0.1,0.001,6,6,0,0.5,0.5,4,10
"1822","syn","int",750,0.000936135429262394,0.0549914354518376,-0.374798417175086,20675,0.1,0.001,6,6,0,0.5,0.5,4,10
"1823","nonsyn","common",750,0.0215194760820046,0.166195481650214,0.042970628338497,2634,0.1,0.001,6,6,0,0.5,0.5,4,10
"1824","syn","common",750,0.00362215189873418,0.104319620059706,0.00030761311001742,9954,0.1,0.001,6,6,0,0.5,0.5,4,10
"1825","nonsyn","rare",800,0.000309167107088591,0.0315210606996797,-0.878377108309347,121096,0.1,0.001,6,6,0,0.5,0.5,4,10
"1826","syn","rare",800,0.000394564143576234,0.0337031599930076,-0.769864806659528,42514,0.1,0.001,6,6,0,0.5,0.5,4,10
"1827","nonsyn","int",800,0.0010539361245047,0.0592129220553349,-0.553109726878043,20947,0.1,0.001,6,6,0,0.5,0.5,4,10
"1828","syn","int",800,0.00112250675154321,0.0556755806556088,-0.35812614222614,20736,0.1,0.001,6,6,0,0.5,0.5,4,10
"1829","nonsyn","common",800,0.0202438227562899,0.157482617863456,0.0423410471715198,2663,0.1,0.001,6,6,0,0.5,0.5,4,10
"1830","syn","common",800,0.00459284118602762,0.0958030864895522,0.0065950131459985,9848,0.1,0.001,6,6,0,0.5,0.5,4,10
"1831","nonsyn","rare",850,0.000343138937937349,0.0317410341944842,-0.873689606660987,122328,0.1,0.001,6,6,0,0.5,0.5,4,10
"1832","syn","rare",850,0.00033477442281895,0.0316179688625268,-0.773983332856096,42491,0.1,0.001,6,6,0,0.5,0.5,4,10
"1833","nonsyn","int",850,0.000696409155937053,0.055773931121713,-0.561823710227446,20970,0.1,0.001,6,6,0,0.5,0.5,4,10
"1834","syn","int",850,0.000740600254179294,0.0518126491103591,-0.359991386206038,20458,0.1,0.001,6,6,0,0.5,0.5,4,10
"1835","nonsyn","common",850,0.0200493782591256,0.147552527206804,0.0425027084631105,2493,0.1,0.001,6,6,0,0.5,0.5,4,10
"1836","syn","common",850,0.0034661018721891,0.0922520574917715,-0.00742070811271727,9561,0.1,0.001,6,6,0,0.5,0.5,4,10
"1837","nonsyn","rare",900,0.000300505803560396,0.0302281175509791,-0.876856920139146,121391,0.1,0.001,6,6,0,0.5,0.5,4,10
"1838","syn","rare",900,0.00039938016040124,0.0336151874639434,-0.761410213763944,42269,0.1,0.001,6,6,0,0.5,0.5,4,10
"1839","nonsyn","int",900,0.000571706446156737,0.0534130083551772,-0.55749311551081,21284,0.1,0.001,6,6,0,0.5,0.5,4,10
"1840","syn","int",900,0.000778224748578925,0.052190430401547,-0.359274101376617,20583,0.1,0.001,6,6,0,0.5,0.5,4,10
"1841","nonsyn","common",900,0.0215158346333853,0.151037362555238,0.0599743289656101,2564,0.1,0.001,6,6,0,0.5,0.5,4,10
"1842","syn","common",900,0.00361811719305372,0.0887956463932818,-0.000956445535565511,9847,0.1,0.001,6,6,0,0.5,0.5,4,10
"1843","nonsyn","rare",950,0.000302759734907185,0.029883063733821,-0.875343052855478,121316,0.1,0.001,6,6,0,0.5,0.5,4,10
"1844","syn","rare",950,0.000316423986971932,0.0306303185159686,-0.772949873502261,41756,0.1,0.001,6,6,0,0.5,0.5,4,10
"1845","nonsyn","int",950,0.00115758156470081,0.0550188274356152,-0.536971506259784,20873,0.1,0.001,6,6,0,0.5,0.5,4,10
"1846","syn","int",950,0.000706257632748767,0.0490032772133439,-0.36088573124124,20471,0.1,0.001,6,6,0,0.5,0.5,4,10
"1847","nonsyn","common",950,0.0212557103064067,0.146920506446419,0.0547405206939307,2513,0.1,0.001,6,6,0,0.5,0.5,4,10
"1848","syn","common",950,0.00344365826500658,0.0848976931984875,-0.00162958651262679,9879,0.1,0.001,6,6,0,0.5,0.5,4,10
"1849","nonsyn","rare",1000,0.000294581896088212,0.0300120656931184,-0.876203761516438,120891,0.1,0.001,6,6,0,0.5,0.5,4,10
"1850","syn","rare",1000,0.000300925531411258,0.0310155880291513,-0.769885555788661,42246,0.1,0.001,6,6,0,0.5,0.5,4,10
"1851","nonsyn","int",1000,0.000554050483604624,0.0499289487879149,-0.546343050351404,21195,0.1,0.001,6,6,0,0.5,0.5,4,10
"1852","syn","int",1000,0.000654448963396488,0.0472943023761948,-0.35661811908265,20162,0.1,0.001,6,6,0,0.5,0.5,4,10
"1853","nonsyn","common",1000,0.0179576138147567,0.140959278440453,0.047289252616533,2548,0.1,0.001,6,6,0,0.5,0.5,4,10
"1854","syn","common",1000,0.00287586345785923,0.0824228200520498,-0.004998854966008,9931,0.1,0.001,6,6,0,0.5,0.5,4,10
"1855","nonsyn","rare",1050,0.000263833495157717,0.0289260828357079,-0.87838856182906,120501,0.1,0.001,6,6,0,0.5,0.5,4,10
"1856","syn","rare",1050,0.000301080000951543,0.0293040827575293,-0.770316832309038,42037,0.1,0.001,6,6,0,0.5,0.5,4,10
"1857","nonsyn","int",1050,0.000919516243775196,0.0508950635975615,-0.534998373379404,21085,0.1,0.001,6,6,0,0.5,0.5,4,10
"1858","syn","int",1050,0.000814843980706763,0.0455948473190235,-0.34526098992588,20318,0.1,0.001,6,6,0,0.5,0.5,4,10
"1859","nonsyn","common",1050,0.0183005822981366,0.137931498713009,0.0485648547343854,2576,0.1,0.001,6,6,0,0.5,0.5,4,10
"1860","syn","common",1050,0.00313403387063864,0.0761670062264714,0.00201020330173923,9802,0.1,0.001,6,6,0,0.5,0.5,4,10
"1861","nonsyn","rare",1100,0.000285834638037725,0.0291275465110328,-0.877011311953077,120717,0.1,0.001,6,6,0,0.5,0.5,4,10
"1862","syn","rare",1100,0.00028032254239298,0.0280682956268065,-0.77440082459547,42165,0.1,0.001,6,6,0,0.5,0.5,4,10
"1863","nonsyn","int",1100,0.000925926987767584,0.0490974183572162,-0.526342424586781,20928,0.1,0.001,6,6,0,0.5,0.5,4,10
"1864","syn","int",1100,0.000520193630823668,0.0443735832753228,-0.357581706277869,20348,0.1,0.001,6,6,0,0.5,0.5,4,10
"1865","nonsyn","common",1100,0.0204444575471698,0.143452816006413,0.0588548899461316,2544,0.1,0.001,6,6,0,0.5,0.5,4,10
"1866","syn","common",1100,0.00249034960695077,0.0734575627349129,-0.00607798137513151,9668,0.1,0.001,6,6,0,0.5,0.5,4,10
"1867","nonsyn","rare",1150,0.000262084095063985,0.0281855582037635,-0.877672357050018,120340,0.1,0.001,6,6,0,0.5,0.5,4,10
"1868","syn","rare",1150,0.000286592696428996,0.0289567194119592,-0.772005691271887,42089,0.1,0.001,6,6,0,0.5,0.5,4,10
"1869","nonsyn","int",1150,0.00071322468993366,0.0479871227323456,-0.53065395596317,20802,0.1,0.001,6,6,0,0.5,0.5,4,10
"1870","syn","int",1150,0.000614549950544016,0.0414592188862678,-0.347546507772463,20220,0.1,0.001,6,6,0,0.5,0.5,4,10
"1871","nonsyn","common",1150,0.02002029399755,0.13642357107756,0.0615457020471653,2449,0.1,0.001,6,6,0,0.5,0.5,4,10
"1872","syn","common",1150,0.00262900981996727,0.0724553929241668,-0.00174237665800346,9776,0.1,0.001,6,6,0,0.5,0.5,4,10
"1873","nonsyn","rare",1200,0.000273853640742491,0.0281320581835162,-0.876342444699061,120621,0.1,0.001,6,6,0,0.5,0.5,4,10
"1874","syn","rare",1200,0.000226435020390844,0.0259500735587383,-0.773587201756892,42421,0.1,0.001,6,6,0,0.5,0.5,4,10
"1875","nonsyn","int",1200,0.000662425850012057,0.047319778519969,-0.528625630218282,20735,0.1,0.001,6,6,0,0.5,0.5,4,10
"1876","syn","int",1200,0.000570239739542226,0.0428013168150296,-0.343615881117683,20272,0.1,0.001,6,6,0,0.5,0.5,4,10
"1877","nonsyn","common",1200,0.0198205179282869,0.132358636550035,0.0560180551418502,2510,0.1,0.001,6,6,0,0.5,0.5,4,10
"1878","syn","common",1200,0.00397041559774243,0.0684328838506617,0.0104637239017446,9745,0.1,0.001,6,6,0,0.5,0.5,4,10
"1879","nonsyn","rare",1300,0.000246130562962718,0.0273723490544756,-0.878087129549853,241508,0.1,0.001,6,6,0,0.5,0.5,4,10
"1880","syn","rare",1300,0.000256680268212948,0.027082388617676,-0.775805160697981,83814,0.1,0.001,6,6,0,0.5,0.5,4,10
"1881","nonsyn","int",1300,0.000704365492055046,0.045306539364205,-0.518964762925483,41347,0.1,0.001,6,6,0,0.5,0.5,4,10
"1882","syn","int",1300,0.000671787104083543,0.0401743873987381,-0.337173793082109,40602,0.1,0.001,6,6,0,0.5,0.5,4,10
"1883","nonsyn","common",1300,0.0157940750879937,0.125439856339854,0.0299624828117336,5114,0.1,0.001,6,6,0,0.5,0.5,4,10
"1884","syn","common",1300,0.00206324781965625,0.0664235025128234,-0.00729373423486348,19607,0.1,0.001,6,6,0,0.5,0.5,4,10
"1885","nonsyn","rare",1400,0.000223089469359297,0.0263933852966328,-0.878260856473513,240954,0.1,0.001,6,6,0,0.5,0.5,4,10
"1886","syn","rare",1400,0.000270001673880294,0.0273547946258518,-0.770290717345379,83638,0.1,0.001,6,6,0,0.5,0.5,4,10
"1887","nonsyn","int",1400,0.000764825964929115,0.0442144209176878,-0.515704050008132,41687,0.1,0.001,6,6,0,0.5,0.5,4,10
"1888","syn","int",1400,0.000563346199524941,0.038881750819535,-0.333288910534846,40416,0.1,0.001,6,6,0,0.5,0.5,4,10
"1889","nonsyn","common",1400,0.0150194361723248,0.116463089540899,0.028863101545845,5037,0.1,0.001,6,6,0,0.5,0.5,4,10
"1890","syn","common",1400,0.00221919197091505,0.0634166417106008,-0.00478848576491548,19529,0.1,0.001,6,6,0,0.5,0.5,4,10
"1891","nonsyn","rare",1500,0.000223517279100159,0.0259871542143178,-0.877639602327157,239509,0.1,0.001,6,6,0,0.5,0.5,4,10
"1892","syn","rare",1500,0.000224330722783524,0.0258808060252695,-0.773769227276791,83635,0.1,0.001,6,6,0,0.5,0.5,4,10
"1893","nonsyn","int",1500,0.000573707145608629,0.0412186420893466,-0.508877380269778,41536,0.1,0.001,6,6,0,0.5,0.5,4,10
"1894","syn","int",1500,0.000626188166828322,0.0380347983975588,-0.329785920185499,40209,0.1,0.001,6,6,0,0.5,0.5,4,10
"1895","nonsyn","common",1500,0.0187471758154336,0.11204087765006,0.0590806357747464,5028,0.1,0.001,6,6,0,0.5,0.5,4,10
"1896","syn","common",1500,0.00173256292788387,0.0586089596773056,-0.00706385026685976,19427,0.1,0.001,6,6,0,0.5,0.5,4,10
"1897","nonsyn","rare",1600,0.000198955786768571,0.0251739039419679,-0.87934936933486,239702,0.1,0.001,6,6,0,0.5,0.5,4,10
"1898","syn","rare",1600,0.000220466135172018,0.0255510133125388,-0.772923441358982,83538,0.1,0.001,6,6,0,0.5,0.5,4,10
"1899","nonsyn","int",1600,0.000674363958885136,0.0396682909017162,-0.499586103367792,41153,0.1,0.001,6,6,0,0.5,0.5,4,10
"1900","syn","int",1600,0.000343526377726032,0.0346725966732821,-0.339777724367669,39939,0.1,0.001,6,6,0,0.5,0.5,4,10
"1901","nonsyn","common",1600,0.0197314867617108,0.112941884734383,0.0669161616055956,4910,0.1,0.001,6,6,0,0.5,0.5,4,10
"1902","syn","common",1600,0.00246623356535189,0.0563671674033213,0.000989660468095711,19395,0.1,0.001,6,6,0,0.5,0.5,4,10
"1903","nonsyn","rare",1700,0.000209173879295235,0.024926824182618,-0.877192120766187,239626,0.1,0.001,6,6,0,0.5,0.5,4,10
"1904","syn","rare",1700,0.000213885849635089,0.0240152599374164,-0.77505270941875,83171,0.1,0.001,6,6,0,0.5,0.5,4,10
"1905","nonsyn","int",1700,0.000583814762758688,0.0388347476939278,-0.49624190417476,41266,0.1,0.001,6,6,0,0.5,0.5,4,10
"1906","syn","int",1700,0.000448248511234549,0.0340423132204279,-0.326260538847072,39966,0.1,0.001,6,6,0,0.5,0.5,4,10
"1907","nonsyn","common",1700,0.0173232269503546,0.104920058120724,0.0498856909838102,5076,0.1,0.001,6,6,0,0.5,0.5,4,10
"1908","syn","common",1700,0.00219334642008472,0.0541584699050277,-0.00446136600212975,19358,0.1,0.001,6,6,0,0.5,0.5,4,10
"1909","nonsyn","rare",1800,0.000180119295082104,0.0239044615334853,-0.878759620150107,239574,0.1,0.001,6,6,0,0.5,0.5,4,10
"1910","syn","rare",1800,0.000204263145200193,0.0239215297881751,-0.775312724011129,82920,0.1,0.001,6,6,0,0.5,0.5,4,10
"1911","nonsyn","int",1800,0.000616861166031731,0.0372889165245456,-0.491747388956231,41474,0.1,0.001,6,6,0,0.5,0.5,4,10
"1912","syn","int",1800,0.000317811851221892,0.032315739818858,-0.323076723414068,39979,0.1,0.001,6,6,0,0.5,0.5,4,10
"1913","nonsyn","common",1800,0.0170677121029353,0.103608611506265,0.0485939599493057,4974,0.1,0.001,6,6,0,0.5,0.5,4,10
"1914","syn","common",1800,0.00214794075144509,0.0522283583804665,-0.00368977679956493,19376,0.1,0.001,6,6,0,0.5,0.5,4,10
"1915","nonsyn","rare",1900,0.000178802285752617,0.023682413361686,-0.879870652668256,238521,0.1,0.001,6,6,0,0.5,0.5,4,10
"1916","syn","rare",1900,0.000210967570569628,0.0233770243898595,-0.770437716382034,82826,0.1,0.001,6,6,0,0.5,0.5,4,10
"1917","nonsyn","int",1900,0.000564061446595396,0.0368297169747603,-0.489462121879935,41532,0.1,0.001,6,6,0,0.5,0.5,4,10
"1918","syn","int",1900,0.000592095533126811,0.032086891446207,-0.313400644661351,40028,0.1,0.001,6,6,0,0.5,0.5,4,10
"1919","nonsyn","common",1900,0.0163725838658147,0.10132562627697,0.0476068064170552,5008,0.1,0.001,6,6,0,0.5,0.5,4,10
"1920","syn","common",1900,0.00268095213692733,0.0501343186221754,0.00288463719863014,19514,0.1,0.001,6,6,0,0.5,0.5,4,10
"1921","nonsyn","rare",2000,0.000176175006417351,0.0233494718568005,-0.878145274434566,237637,0.1,0.001,6,6,0,0.5,0.5,4,10
"1922","syn","rare",2000,0.000179620927318296,0.0228628407871655,-0.774035216812053,82992,0.1,0.001,6,6,0,0.5,0.5,4,10
"1923","nonsyn","int",2000,0.0005567601322395,0.0354619280147986,-0.484228907446245,40835,0.1,0.001,6,6,0,0.5,0.5,4,10
"1924","syn","int",2000,0.000368087816574254,0.0306815392224761,-0.316050287951014,40038,0.1,0.001,6,6,0,0.5,0.5,4,10
"1925","nonsyn","common",2000,0.0164419432709716,0.097145362961297,0.051762260390281,4971,0.1,0.001,6,6,0,0.5,0.5,4,10
"1926","syn","common",2000,0.00185685247275775,0.0487855410716857,-0.00276422795361203,19088,0.1,0.001,6,6,0,0.5,0.5,4,10
"1927","nonsyn","rare",2500,0.000146136816060803,0.0220264143249417,-0.878840108196609,1187039,0.1,0.001,6,6,0,0.5,0.5,4,10
"1928","syn","rare",2500,0.000152117236999656,0.0216779886072523,-0.776955823854583,412566,0.1,0.001,6,6,0,0.5,0.5,4,10
"1929","nonsyn","int",2500,0.000469434908898865,0.0325609844864845,-0.475446999185866,204498,0.1,0.001,6,6,0,0.5,0.5,4,10
"1930","syn","int",2500,0.000309644308075507,0.0284696811490939,-0.310338307611922,199133,0.1,0.001,6,6,0,0.5,0.5,4,10
"1931","nonsyn","common",2500,0.0163785387218794,0.0891998144272452,0.0535721351918197,25115,0.1,0.001,6,6,0,0.5,0.5,4,10
"1932","syn","common",2500,0.00173259739304883,0.0440304496820329,-0.00344213615231416,95207,0.1,0.001,6,6,0,0.5,0.5,4,10
"1933","nonsyn","rare",3000,0.000130096307231791,0.0205894147543347,-0.877734140244066,1177274,0.1,0.001,6,6,0,0.5,0.5,4,10
"1934","syn","rare",3000,0.000137430388844614,0.0200718970608682,-0.774523350484879,409058,0.1,0.001,6,6,0,0.5,0.5,4,10
"1935","nonsyn","int",3000,0.000347561090063078,0.0290098370920915,-0.461779620162337,202447,0.1,0.001,6,6,0,0.5,0.5,4,10
"1936","syn","int",3000,0.000257013014678285,0.0251442832137352,-0.299456693819706,197162,0.1,0.001,6,6,0,0.5,0.5,4,10
"1937","nonsyn","common",3000,0.0140296839322197,0.0774715346791577,0.0436898395365299,24963,0.1,0.001,6,6,0,0.5,0.5,4,10
"1938","syn","common",3000,0.00173791157797043,0.0388552246252257,-0.00130760067232365,94818,0.1,0.001,6,6,0,0.5,0.5,4,10
"1939","nonsyn","rare",3500,0.000112005144095464,0.0194586188240697,-0.877605455777773,1167941,0.1,0.001,6,6,0,0.5,0.5,4,10
"1940","syn","rare",3500,0.000110667106919944,0.0189513612008697,-0.774721634599939,405827,0.1,0.001,6,6,0,0.5,0.5,4,10
"1941","nonsyn","int",3500,0.000257540007646513,0.0262411450782039,-0.450163051562716,201399,0.1,0.001,6,6,0,0.5,0.5,4,10
"1942","syn","int",3500,0.000258482882736322,0.0232076691896182,-0.291038077011256,196702,0.1,0.001,6,6,0,0.5,0.5,4,10
"1943","nonsyn","common",3500,0.0125465098450613,0.0681451109128238,0.0402979654234382,24784,0.1,0.001,6,6,0,0.5,0.5,4,10
"1944","syn","common",3500,0.00137161921330674,0.0345572437146029,-0.00267600195378238,94268,0.1,0.001,6,6,0,0.5,0.5,4,10
"1945","nonsyn","rare",4000,9.78628816744539e-05,0.018558202718469,-0.877661330918939,1160020,0.1,0.001,6,6,0,0.5,0.5,4,10
"1946","syn","rare",4000,0.000100543078170042,0.017756555745541,-0.772497735189674,403441,0.1,0.001,6,6,0,0.5,0.5,4,10
"1947","nonsyn","int",4000,0.00026489883034244,0.0242116635572487,-0.437743522140272,200999,0.1,0.001,6,6,0,0.5,0.5,4,10
"1948","syn","int",4000,0.000260057601549781,0.0215433279886733,-0.282876292821727,194092,0.1,0.001,6,6,0,0.5,0.5,4,10
"1949","nonsyn","common",4000,0.0122790992146177,0.0624120287424843,0.0417806453412368,24956,0.1,0.001,6,6,0,0.5,0.5,4,10
"1950","syn","common",4000,0.0014244766660265,0.031850601966029,-0.00256232592359796,93726,0.1,0.001,6,6,0,0.5,0.5,4,10
"1951","nonsyn","rare",4500,8.92356430070465e-05,0.0178542099208044,-0.87688255078993,1151216,0.1,0.001,6,6,0,0.5,0.5,4,10
"1952","syn","rare",4500,9.29699164995914e-05,0.0173098723360675,-0.772272720791041,402513,0.1,0.001,6,6,0,0.5,0.5,4,10
"1953","nonsyn","int",4500,0.000271384437344336,0.0228417606653992,-0.429374244314802,198745,0.1,0.001,6,6,0,0.5,0.5,4,10
"1954","syn","int",4500,0.00019395981491258,0.0202840785356127,-0.278052025437736,193206,0.1,0.001,6,6,0,0.5,0.5,4,10
"1955","nonsyn","common",4500,0.0109199328886525,0.0553836760708164,0.0364093331410002,24437,0.1,0.001,6,6,0,0.5,0.5,4,10
"1956","syn","common",4500,0.0012615411106328,0.0293800982824131,-0.00182268393834994,92920,0.1,0.001,6,6,0,0.5,0.5,4,10
"1957","nonsyn","rare",5000,7.68170750253021e-05,0.017151409227076,-0.876541978772169,1144174,0.1,0.001,6,6,0,0.5,0.5,4,10
