"","site_type","allele_freq","dist_bin","s_ben","theta","s_del","rho_exp","mu_exp","h_ben","h_del","end_freq","model","num_sites","mean_D","mean_r2","mean_D_prime","num_pairs"
"1144","nonsyn","int",2500,0.05,0.01,0.001,6.5,6,0.5,0.5,0.5,0,1,0.00425072697741771,0.0820284224678291,-0.332815372561946,102204
"1145","nonsyn","int",2500,0.05,0.01,0.001,7,6,0.5,0.5,0.5,0,1,0.00629669984284966,0.169137891580384,-0.289897216892889,80178
"1146","nonsyn","int",2500,0.05,0.01,0.005,6,5.5,0.5,0.5,0.5,0,1,0.00132208487103323,0.050945935409832,-0.40583133882381,99987
"1147","nonsyn","int",2500,0.05,0.01,0.005,6,6,0.5,0.5,0.5,0,1,0.00146559294583408,0.0460147657237566,-0.311984797499507,11114
"1148","nonsyn","int",2500,0.05,0.01,0.005,6,6.5,0.5,0.5,0.5,0,1,0.000628571428571429,0.0395255104878219,-0.341793535190136,602
"1149","nonsyn","int",2500,0.05,0.01,0.005,6,7,0.5,0.5,0.5,0,1,0.0043875,0.103640678559959,-0.330673043280334,24
"1150","nonsyn","int",2500,0.05,0.01,0.01,6,6.5,0.5,0.5,0.5,0,1,0.00157508196721311,0.0372298050072814,-0.214184390734237,305
"1151","nonsyn","int",2500,0.05,0.01,0.01,6,7,0.5,0.5,0.5,0,1,0.0177714285714286,0.128636673858362,-0.276767167190931,7
"1152","nonsyn","int",2500,0.05,1,0.001,6,6,0.5,0.5,0.5,0,1,0.00171128985838476,0.0474793114942793,-0.445013024323372,236274
"1153","nonsyn","int",2500,0.05,1,0.001,6,6,0.5,0.5,0.75,0,1,0.00310156085139492,0.0621968732154683,-0.409831406045208,169651
"1154","nonsyn","int",2500,0.05,1,0.001,6,6,0.5,0.5,1,0,1,0.00129654322112194,0.0401114939465082,-0.383271914065779,153698
"1155","nonsyn","int",2500,0.05,5,0.001,6,6,0.5,0.5,0.5,0,1,0.000995418753681951,0.0483555592188833,-0.501490990283171,361561
"1156","nonsyn","int",2500,0.05,5,0.001,6,6,0.5,0.5,0.75,0,1,0.00178060458067804,0.0580101799247698,-0.485606901532001,151113
"1157","nonsyn","int",2500,0.05,5,0.001,6,6,0.5,0.5,1,0,1,0.000267595982968167,0.0292753876764092,-0.468242686671632,167686
"1158","nonsyn","int",2500,0.1,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00316684966143082,0.0421415222603977,-0.321388664385892,115486
"1159","nonsyn","int",2500,0.2,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00446727676548584,0.0459532050307076,-0.249628210219611,134623
"1160","nonsyn","int",2500,0.5,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00539359208716427,0.0488269316457,-0.179808736030423,110504
"1161","nonsyn","int",3000,0,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.000245459490761051,0.026774697552282,-0.464399035957087,56987
"1162","nonsyn","int",3000,0.01,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.000153072725976882,0.0272417619942912,-0.46607361254305,1136499
"1163","nonsyn","int",3000,0.05,0.01,0,6,5,0.5,0.5,0.5,0,1,0.000878941470314557,0.0256570992747336,-0.0682217021408989,3471230
"1164","nonsyn","int",3000,0.05,0.01,0,6,6.5,0.5,0.5,0.5,0,1,0.00149249553605279,0.0280530602437722,-0.136695658102586,4470819
"1165","nonsyn","int",3000,0.05,0.01,0,6,7,0.5,0.5,0.5,0,1,0.00150863964373314,0.0280157140110046,-0.13732792085125,464371
"1166","nonsyn","int",3000,0.05,0.01,1e-04,6,5,0.5,0.5,0.5,0,1,0.00147122283344964,0.0270034980884866,-0.164580103080394,9426206
"1167","nonsyn","int",3000,0.05,0.01,1e-04,6,6,0.5,0.5,0.5,0,1,0.00188834287230275,0.0282862228763123,-0.200065584773789,6830053
"1168","nonsyn","int",3000,0.05,0.01,1e-04,6,6.5,0.5,0.5,0.5,0,1,0.00208806216022518,0.0284728001511231,-0.210258150143669,2154368
"1169","nonsyn","int",3000,0.05,0.01,1e-04,6,7,0.5,0.5,0.5,0,1,0.00217949168169974,0.0283077123077515,-0.220582893501807,249450
"1170","nonsyn","int",3000,0.05,0.01,5e-04,6,5.5,0.5,0.5,0.5,0,1,0.00146723194319807,0.0312338676612724,-0.274379922977082,5833605
"1171","nonsyn","int",3000,0.05,0.01,5e-04,6,6,0.5,0.5,0.5,0,1,0.00175872702568831,0.0309295409318657,-0.32844990511572,2404479
"1172","nonsyn","int",3000,0.05,0.01,5e-04,6,6.5,0.5,0.5,0.5,0,1,0.00204955953870544,0.0317455890310258,-0.386708374876997,317281
"1173","nonsyn","int",3000,0.05,0.01,5e-04,6,7,0.5,0.5,0.5,0,1,0.00215209050185029,0.0334199502755744,-0.418534914142601,30806
"1174","nonsyn","int",3000,0.05,0.01,0.001,5,6,0.5,0.5,0.5,0,1,8.64137399756468e-06,0.0117717828222499,-0.350553036375787,1408445
"1175","nonsyn","int",3000,0.05,0.01,0.001,6,6,0,0,0.5,0,1,6.93850983295677e-05,0.0211388224881272,-0.363749085718061,11923321
"1176","nonsyn","int",3000,0.05,0.01,0.001,6,6,0.25,0.25,0.5,0,1,0.000900604384842557,0.0296414898564056,-0.408445460143567,393127
"1177","nonsyn","int",3000,0.05,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00145469975587836,0.0347520656234911,-0.397130131970187,3137780
"1178","nonsyn","int",3000,0.05,0.01,0.001,6,6,0.5,0.5,0.75,0,1,0.0019278032218922,0.0445028049062531,-0.345111610646954,489526
"1179","nonsyn","int",3000,0.05,0.01,0.001,6,6,0.5,0.5,1,0,1,0.000136240369799692,0.026184270697282,-0.472126074787683,373175
"1180","nonsyn","int",3000,0.05,0.01,0.001,6,6,0.75,0.75,0.5,0,1,0.00184444987297244,0.0386051048876748,-0.371821139081991,30702
"1181","nonsyn","int",3000,0.05,0.01,0.001,6,6,1,1,0.5,0,1,0.00224329196603527,0.0425428458681644,-0.344119954540018,15310
"1182","nonsyn","int",3000,0.05,0.01,0.001,6,6.5,0.5,0.5,0.5,0,1,0.00143522341837487,0.0376748492086861,-0.460082913723366,67810
"1183","nonsyn","int",3000,0.05,0.01,0.001,6,7,0.5,0.5,0.5,0,1,0.00165919165580183,0.0400206727613458,-0.496022909943206,5369
"1184","nonsyn","int",3000,0.05,0.01,0.001,6.5,6,0.5,0.5,0.5,0,1,0.00399919418371711,0.074632718828533,-0.324694850791067,488697
"1185","nonsyn","int",3000,0.05,0.01,0.001,7,6,0.5,0.5,0.5,0,1,0.005872589181405,0.15430689994752,-0.292585119253138,382619
"1186","nonsyn","int",3000,0.05,0.01,0.005,6,5.5,0.5,0.5,0.5,0,1,0.000962794351801931,0.045478338345395,-0.402166535356325,476683
"1187","nonsyn","int",3000,0.05,0.01,0.005,6,6,0.5,0.5,0.5,0,1,0.000741412938708397,0.0392899808824811,-0.320034590456465,52911
"1188","nonsyn","int",3000,0.05,0.01,0.005,6,6.5,0.5,0.5,0.5,0,1,0.00102885981308411,0.0420354417185469,-0.338145634865774,2675
"1189","nonsyn","int",3000,0.05,0.01,0.005,6,7,0.5,0.5,0.5,0,1,0.000903883495145631,0.045920539065267,-0.440150447854871,103
"1190","nonsyn","int",3000,0.05,0.01,0.01,6,6.5,0.5,0.5,0.5,0,1,0.000480606860158312,0.0312870725468226,-0.256986928873606,1516
"1191","nonsyn","int",3000,0.05,0.01,0.01,6,7,0.5,0.5,0.5,0,1,0.00200217391304348,0.0501847187267673,-0.4376507638269,46
"1192","nonsyn","int",3000,0.05,1,0.001,6,6,0.5,0.5,0.5,0,1,0.00156893835491633,0.0439453553555055,-0.43745202953771,1125037
"1193","nonsyn","int",3000,0.05,1,0.001,6,6,0.5,0.5,0.75,0,1,0.00278501006903949,0.056270278510202,-0.399952525912672,799977
"1194","nonsyn","int",3000,0.05,1,0.001,6,6,0.5,0.5,1,0,1,0.00112525943457925,0.0355487018989434,-0.36951218246344,726291
"1195","nonsyn","int",3000,0.05,5,0.001,6,6,0.5,0.5,0.5,0,1,0.000891666666666667,0.044752850516883,-0.491593120832896,1733388
"1196","nonsyn","int",3000,0.05,5,0.001,6,6,0.5,0.5,0.75,0,1,0.00160393408542839,0.054046210253985,-0.476492920849094,721540
"1197","nonsyn","int",3000,0.05,5,0.001,6,6,0.5,0.5,1,0,1,0.000209242457205581,0.0267419706023723,-0.4563393995567,808984
"1198","nonsyn","int",3000,0.1,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00288137898437486,0.0382072176498222,-0.317546098307129,545851
"1199","nonsyn","int",3000,0.2,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00415896539418683,0.0417868923088367,-0.245008237668439,636107
"1200","nonsyn","int",3000,0.5,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.0052014112968136,0.044874009494845,-0.173481312382711,528025
"1201","nonsyn","int",3500,0,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00010586503020861,0.0229782190387113,-0.451599653134149,52634
"1202","nonsyn","int",3500,0.01,0.01,0.001,6,6,0.5,0.5,0.5,0,1,9.62173983244275e-05,0.0239845293032005,-0.449382211579424,1046687
"1203","nonsyn","int",3500,0.05,0.01,0,6,5,0.5,0.5,0.5,0,1,0.000813514892537275,0.0230147093855685,-0.0664490691658771,3263178
"1204","nonsyn","int",3500,0.05,0.01,0,6,6.5,0.5,0.5,0.5,0,1,0.00131116385317298,0.0248886089785667,-0.134149532521768,4187676
"1205","nonsyn","int",3500,0.05,0.01,0,6,7,0.5,0.5,0.5,0,1,0.00132303643230827,0.0249507669587325,-0.134404494443386,434477
"1206","nonsyn","int",3500,0.05,0.01,1e-04,6,5,0.5,0.5,0.5,0,1,0.00132403002416095,0.0242691337366061,-0.160963111612475,8826225
"1207","nonsyn","int",3500,0.05,0.01,1e-04,6,6,0.5,0.5,0.5,0,1,0.0016678562838664,0.0250257842206787,-0.196683308720825,6373759
"1208","nonsyn","int",3500,0.05,0.01,1e-04,6,6.5,0.5,0.5,0.5,0,1,0.00184061506196093,0.0250766857653058,-0.206563865808398,2012155
"1209","nonsyn","int",3500,0.05,0.01,1e-04,6,7,0.5,0.5,0.5,0,1,0.00196012433354569,0.0252210646437429,-0.214544525825475,233887
"1210","nonsyn","int",3500,0.05,0.01,5e-04,6,5.5,0.5,0.5,0.5,0,1,0.0012191368254477,0.0270068287005246,-0.267472888701877,5404214
"1211","nonsyn","int",3500,0.05,0.01,5e-04,6,6,0.5,0.5,0.5,0,1,0.0014767885790063,0.0268461646465942,-0.321727591036909,2229088
"1212","nonsyn","int",3500,0.05,0.01,5e-04,6,6.5,0.5,0.5,0.5,0,1,0.00169676044592997,0.0275285278981355,-0.380368885838545,292602
"1213","nonsyn","int",3500,0.05,0.01,5e-04,6,7,0.5,0.5,0.5,0,1,0.00165048335889844,0.0279667819823601,-0.415456796406597,28033
"1214","nonsyn","int",3500,0.05,0.01,0.001,5,6,0.5,0.5,0.5,0,1,9.52712462300316e-06,0.0113937410011382,-0.345824794153351,1305714
"1215","nonsyn","int",3500,0.05,0.01,0.001,6,6,0,0,0.5,0,1,5.34761355180441e-05,0.019317301625272,-0.35204664498341,11043902
"1216","nonsyn","int",3500,0.05,0.01,0.001,6,6,0.25,0.25,0.5,0,1,0.000683081865784798,0.0259453179278602,-0.397813005393579,360749
"1217","nonsyn","int",3500,0.05,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00114636505883856,0.0296078801933895,-0.387101712226745,2879744
"1218","nonsyn","int",3500,0.05,0.01,0.001,6,6,0.5,0.5,0.75,0,1,0.00134878174135712,0.036689701145361,-0.332124240403129,439726
"1219","nonsyn","int",3500,0.05,0.01,0.001,6,6,0.5,0.5,1,0,1,9.79918644028982e-05,0.0231857674208153,-0.456055116364801,349329
"1220","nonsyn","int",3500,0.05,0.01,0.001,6,6,0.75,0.75,0.5,0,1,0.00154625238386528,0.0323629212270756,-0.35626800304185,27791
"1221","nonsyn","int",3500,0.05,0.01,0.001,6,6,1,1,0.5,0,1,0.00182625179856115,0.0356246658073805,-0.326143714826155,13900
"1222","nonsyn","int",3500,0.05,0.01,0.001,6,6.5,0.5,0.5,0.5,0,1,0.00112249788645379,0.0323815633741127,-0.453240644337004,61508
"1223","nonsyn","int",3500,0.05,0.01,0.001,6,7,0.5,0.5,0.5,0,1,0.000604588673005374,0.0335883774834622,-0.530190702940889,4838
"1224","nonsyn","int",3500,0.05,0.01,0.001,6.5,6,0.5,0.5,0.5,0,1,0.0035103705198454,0.0638097147253757,-0.318787034270895,450961
"1225","nonsyn","int",3500,0.05,0.01,0.001,7,6,0.5,0.5,0.5,0,1,0.00554094221019847,0.138465921485888,-0.290451166470859,351896
"1226","nonsyn","int",3500,0.05,0.01,0.005,6,5.5,0.5,0.5,0.5,0,1,0.000597226812748547,0.0382985507605617,-0.391189465064103,436285
"1227","nonsyn","int",3500,0.05,0.01,0.005,6,6,0.5,0.5,0.5,0,1,0.000461442719760504,0.0336259932754619,-0.310360214586745,48769
"1228","nonsyn","int",3500,0.05,0.01,0.005,6,6.5,0.5,0.5,0.5,0,1,0.000531998365345321,0.0357819471126034,-0.336852665011319,2447
"1229","nonsyn","int",3500,0.05,0.01,0.005,6,7,0.5,0.5,0.5,0,1,-0.000582716049382715,0.0258988026535254,-0.422803080600347,81
"1230","nonsyn","int",3500,0.05,0.01,0.01,6,6.5,0.5,0.5,0.5,0,1,0.000463802816901408,0.0301025264820195,-0.246120454241229,1420
"1231","nonsyn","int",3500,0.05,0.01,0.01,6,7,0.5,0.5,0.5,0,1,-0.0026258064516129,0.0186170050671561,-0.375650020279569,31
"1232","nonsyn","int",3500,0.05,1,0.001,6,6,0.5,0.5,0.5,0,1,0.00130870105649712,0.0384776287051899,-0.425696278462029,1040230
"1233","nonsyn","int",3500,0.05,1,0.001,6,6,0.5,0.5,0.75,0,1,0.0023311901649284,0.0483325702848881,-0.390004960398105,728983
"1234","nonsyn","int",3500,0.05,1,0.001,6,6,0.5,0.5,1,0,1,0.000829160918887649,0.02947212925002,-0.352168994880441,651701
"1235","nonsyn","int",3500,0.05,5,0.001,6,6,0.5,0.5,0.5,0,1,0.000768968987317864,0.0401054801437439,-0.47736081678057,1614791
"1236","nonsyn","int",3500,0.05,5,0.001,6,6,0.5,0.5,0.75,0,1,0.00138403724906085,0.0480092154715803,-0.463539420602611,668688
"1237","nonsyn","int",3500,0.05,5,0.001,6,6,0.5,0.5,1,0,1,0.000146740634496559,0.023636847660054,-0.441416745901654,751588
"1238","nonsyn","int",3500,0.1,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00254268995094405,0.0328200620330424,-0.308273528260919,505749
"1239","nonsyn","int",3500,0.2,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00381354720452363,0.0364870941978739,-0.238464638830717,591384
"1240","nonsyn","int",3500,0.5,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00494972927479882,0.0403409596513012,-0.165689059722796,490719
"1241","nonsyn","int",4000,0,0.01,0.001,6,6,0.5,0.5,0.5,0,1,7.09025270758123e-05,0.020720245333079,-0.442173833915009,48475
"1242","nonsyn","int",4000,0.01,0.01,0.001,6,6,0.5,0.5,0.5,0,1,7.91893296595339e-05,0.021776676382505,-0.436371530208476,963943
"1243","nonsyn","int",4000,0.05,0.01,0,6,5,0.5,0.5,0.5,0,1,0.00076318789741262,0.0220338555611822,-0.0667843160288729,3031484
"1244","nonsyn","int",4000,0.05,0.01,0,6,6.5,0.5,0.5,0.5,0,1,0.00113685152438211,0.0224734123435669,-0.134866667094255,3897448
"1245","nonsyn","int",4000,0.05,0.01,0,6,7,0.5,0.5,0.5,0,1,0.00114868192280716,0.0224629158426072,-0.13571039522423,404908
"1246","nonsyn","int",4000,0.05,0.01,1e-04,6,5,0.5,0.5,0.5,0,1,0.00116100786121589,0.0220778213221572,-0.158657899793785,8267805
"1247","nonsyn","int",4000,0.05,0.01,1e-04,6,6,0.5,0.5,0.5,0,1,0.00144295859140494,0.0225659796028955,-0.195938413932469,5936014
"1248","nonsyn","int",4000,0.05,0.01,1e-04,6,6.5,0.5,0.5,0.5,0,1,0.00160546983771392,0.0225452928242906,-0.206107582535415,1873913
"1249","nonsyn","int",4000,0.05,0.01,1e-04,6,7,0.5,0.5,0.5,0,1,0.00167323202215762,0.0225686746081909,-0.215330971467033,218074
"1250","nonsyn","int",4000,0.05,0.01,5e-04,6,5.5,0.5,0.5,0.5,0,1,0.00100097519685957,0.0238660918127201,-0.263134935314075,5018679
"1251","nonsyn","int",4000,0.05,0.01,5e-04,6,6,0.5,0.5,0.5,0,1,0.00123885954452136,0.0238639486582442,-0.317436620237662,2063807
"1252","nonsyn","int",4000,0.05,0.01,5e-04,6,6.5,0.5,0.5,0.5,0,1,0.00145306223673203,0.0243592803629399,-0.375170135205439,270162
"1253","nonsyn","int",4000,0.05,0.01,5e-04,6,7,0.5,0.5,0.5,0,1,0.00127132784511015,0.0240800339957893,-0.416293761405837,26238
"1254","nonsyn","int",4000,0.05,0.01,0.001,5,6,0.5,0.5,0.5,0,1,-7.99265900425246e-06,0.0111803065138181,-0.344220125654788,1200927
"1255","nonsyn","int",4000,0.05,0.01,0.001,6,6,0,0,0.5,0,1,4.43780796126844e-05,0.017982683010533,-0.343221079481566,10193652
"1256","nonsyn","int",4000,0.05,0.01,0.001,6,6,0.25,0.25,0.5,0,1,0.000442575794105238,0.0227288764338901,-0.391962446686545,331820
"1257","nonsyn","int",4000,0.05,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.000850204255833453,0.0257227982127845,-0.382394741497381,2647660
"1258","nonsyn","int",4000,0.05,0.01,0.001,6,6,0.5,0.5,0.75,0,1,0.000868640514127735,0.0303423167150814,-0.324586781894743,398967
"1259","nonsyn","int",4000,0.05,0.01,0.001,6,6,0.5,0.5,1,0,1,0.000135438924283264,0.0213151837290602,-0.442033184472296,326480
"1260","nonsyn","int",4000,0.05,0.01,0.001,6,6,0.75,0.75,0.5,0,1,0.00107966062386456,0.028173456415154,-0.360034456182079,25871
"1261","nonsyn","int",4000,0.05,0.01,0.001,6,6,1,1,0.5,0,1,0.00157605250893273,0.0328314492242162,-0.329787835919176,12874
"1262","nonsyn","int",4000,0.05,0.01,0.001,6,6.5,0.5,0.5,0.5,0,1,0.000732807862512663,0.0275427787977746,-0.450411906966281,56267
"1263","nonsyn","int",4000,0.05,0.01,0.001,6,7,0.5,0.5,0.5,0,1,0.000287577926575849,0.0270796486490337,-0.515865981657986,4331
"1264","nonsyn","int",4000,0.05,0.01,0.001,6.5,6,0.5,0.5,0.5,0,1,0.0031625439159112,0.0561326237638207,-0.310446823382385,417844
"1265","nonsyn","int",4000,0.05,0.01,0.001,7,6,0.5,0.5,0.5,0,1,0.00514523340110172,0.124572542255772,-0.289936101640088,325127
"1266","nonsyn","int",4000,0.05,0.01,0.005,6,5.5,0.5,0.5,0.5,0,1,0.000422673897912701,0.0331132090442361,-0.379380089521592,400853
"1267","nonsyn","int",4000,0.05,0.01,0.005,6,6,0.5,0.5,0.5,0,1,0.000141982864137087,0.0281320509918542,-0.303159476858021,44935
"1268","nonsyn","int",4000,0.05,0.01,0.005,6,6.5,0.5,0.5,0.5,0,1,0.000343554006968641,0.0301515630151809,-0.307473634285093,2296
"1269","nonsyn","int",4000,0.05,0.01,0.005,6,7,0.5,0.5,0.5,0,1,0.00236219512195122,0.048310581549867,-0.408381799546249,82
"1270","nonsyn","int",4000,0.05,0.01,0.01,6,6.5,0.5,0.5,0.5,0,1,0.000104735595895817,0.0264387628491875,-0.284142283455474,1267
"1271","nonsyn","int",4000,0.05,0.01,0.01,6,7,0.5,0.5,0.5,0,1,-0.000820588235294118,0.017681892595248,-0.275938351520558,34
"1272","nonsyn","int",4000,0.05,1,0.001,6,6,0.5,0.5,0.5,0,1,0.00106085677879821,0.0341927593025756,-0.418311637006679,960598
"1273","nonsyn","int",4000,0.05,1,0.001,6,6,0.5,0.5,0.75,0,1,0.00190492298467528,0.0420048386370237,-0.382347601275669,663764
"1274","nonsyn","int",4000,0.05,1,0.001,6,6,0.5,0.5,1,0,1,0.000582366925467417,0.0253338980410795,-0.336832772800119,590158
"1275","nonsyn","int",4000,0.05,5,0.001,6,6,0.5,0.5,0.5,0,1,0.000671378970931538,0.0364441967589462,-0.464757120624817,1500561
"1276","nonsyn","int",4000,0.05,5,0.001,6,6,0.5,0.5,0.75,0,1,0.00116900733594354,0.0428713245085183,-0.450899554266834,618598
"1277","nonsyn","int",4000,0.05,5,0.001,6,6,0.5,0.5,1,0,1,0.000108978965190691,0.0212857575476307,-0.428798037136489,696940
"1278","nonsyn","int",4000,0.1,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00222308106238229,0.0290328589234193,-0.305924403981027,468306
"1279","nonsyn","int",4000,0.2,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00352246246476088,0.0322438013413069,-0.23453486686003,548751
"1280","nonsyn","int",4000,0.5,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00474796256062501,0.0367048732844831,-0.161088236328557,455670
"1281","nonsyn","int",4500,0,0.01,0.001,6,6,0.5,0.5,0.5,0,1,7.0788420080074e-05,0.019317375244446,-0.428838246017278,45458
"1282","nonsyn","int",4500,0.01,0.01,0.001,6,6,0.5,0.5,0.5,0,1,2.75350882517587e-05,0.0199516247788969,-0.427727181999823,889614
"1283","nonsyn","int",4500,0.05,0.01,0,6,5,0.5,0.5,0.5,0,1,0.000676257353948661,0.0197280736206857,-0.0674736172747701,2787958
"1284","nonsyn","int",4500,0.05,0.01,0,6,6.5,0.5,0.5,0.5,0,1,0.00100694204098983,0.0207214050191555,-0.135859690228963,3613433
"1285","nonsyn","int",4500,0.05,0.01,0,6,7,0.5,0.5,0.5,0,1,0.00102840874082415,0.0207249622225894,-0.136022854096241,376532
"1286","nonsyn","int",4500,0.05,0.01,1e-04,6,5,0.5,0.5,0.5,0,1,0.00103791439528336,0.0203963366697557,-0.158797730383009,7676306
"1287","nonsyn","int",4500,0.05,0.01,1e-04,6,6,0.5,0.5,0.5,0,1,0.00124992679557835,0.0206846431980184,-0.19741948384595,5507181
"1288","nonsyn","int",4500,0.05,0.01,1e-04,6,6.5,0.5,0.5,0.5,0,1,0.00139037130516985,0.0207255967889137,-0.208321205481775,1736954
"1289","nonsyn","int",4500,0.05,0.01,1e-04,6,7,0.5,0.5,0.5,0,1,0.00148121390427215,0.0206995832867398,-0.214261269268749,202240
"1290","nonsyn","int",4500,0.05,0.01,5e-04,6,5.5,0.5,0.5,0.5,0,1,0.000830339577960236,0.0215540752963878,-0.261298598000813,4668707
"1291","nonsyn","int",4500,0.05,0.01,5e-04,6,6,0.5,0.5,0.5,0,1,0.00103870653527318,0.0215521876390012,-0.315009843582273,1914656
"1292","nonsyn","int",4500,0.05,0.01,5e-04,6,6.5,0.5,0.5,0.5,0,1,0.00118230444655661,0.0218455387068935,-0.375390019064599,251453
"1293","nonsyn","int",4500,0.05,0.01,5e-04,6,7,0.5,0.5,0.5,0,1,0.00116237260160924,0.0220359018547716,-0.407792573236087,24235
"1294","nonsyn","int",4500,0.05,0.01,0.001,5,6,0.5,0.5,0.5,0,1,1.01589293182769e-05,0.0110050364903752,-0.339949192060042,1099860
"1295","nonsyn","int",4500,0.05,0.01,0.001,6,6,0,0,0.5,0,1,3.69433124322155e-05,0.0169598953268109,-0.336060194470244,9389131
"1296","nonsyn","int",4500,0.05,0.01,0.001,6,6,0.25,0.25,0.5,0,1,0.000302608900108092,0.0207190594257467,-0.387020816509469,306221
"1297","nonsyn","int",4500,0.05,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.0006309527330502,0.0229464607184254,-0.377981641526267,2454675
"1298","nonsyn","int",4500,0.05,0.01,0.001,6,6,0.5,0.5,0.75,0,1,0.000588958014850404,0.0261452855579664,-0.315113760565565,366320
"1299","nonsyn","int",4500,0.05,0.01,0.001,6,6,0.5,0.5,1,0,1,0.000101874392557967,0.0196718104479852,-0.432656759561624,302498
"1300","nonsyn","int",4500,0.05,0.01,0.001,6,6,0.75,0.75,0.5,0,1,0.000933294802460472,0.0253634150833592,-0.352673725987758,24223
"1301","nonsyn","int",4500,0.05,0.01,0.001,6,6,1,1,0.5,0,1,0.00132100066934404,0.0275350683264815,-0.329813261242499,11952
"1302","nonsyn","int",4500,0.05,0.01,0.001,6,6.5,0.5,0.5,0.5,0,1,0.000344996336431298,0.0233362276324369,-0.44603690782679,51862
"1303","nonsyn","int",4500,0.05,0.01,0.001,6,7,0.5,0.5,0.5,0,1,0.000185965758379552,0.0244514749239673,-0.518597254885089,4147
"1304","nonsyn","int",4500,0.05,0.01,0.001,6.5,6,0.5,0.5,0.5,0,1,0.00281565015829062,0.0496524221656219,-0.3092496928818,385683
"1305","nonsyn","int",4500,0.05,0.01,0.001,7,6,0.5,0.5,0.5,0,1,0.00490540214927797,0.113201164951027,-0.288608047380698,300473
"1306","nonsyn","int",4500,0.05,0.01,0.005,6,5.5,0.5,0.5,0.5,0,1,0.000289726629366318,0.0293078318194067,-0.372524288823847,369791
"1307","nonsyn","int",4500,0.05,0.01,0.005,6,6,0.5,0.5,0.5,0,1,0.000144181826863391,0.0259824280043156,-0.297091859697614,41886
"1308","nonsyn","int",4500,0.05,0.01,0.005,6,6.5,0.5,0.5,0.5,0,1,3.65647058823531e-05,0.0279232760182223,-0.326605968865506,2125
"1309","nonsyn","int",4500,0.05,0.01,0.005,6,7,0.5,0.5,0.5,0,1,0.00126951219512195,0.0607049541387536,-0.450246521477719,82
"1310","nonsyn","int",4500,0.05,0.01,0.01,6,6.5,0.5,0.5,0.5,0,1,-0.000208585445625511,0.0200219514026948,-0.27534575716465,1223
"1311","nonsyn","int",4500,0.05,0.01,0.01,6,7,0.5,0.5,0.5,0,1,-0.00157021276595745,0.0326698736163786,-0.350166634212705,47
"1312","nonsyn","int",4500,0.05,1,0.001,6,6,0.5,0.5,0.5,0,1,0.000892639513481078,0.0309272832422766,-0.410077189697553,889914
"1313","nonsyn","int",4500,0.05,1,0.001,6,6,0.5,0.5,0.75,0,1,0.00158792383139657,0.0370250689359202,-0.376177842483432,611328
"1314","nonsyn","int",4500,0.05,1,0.001,6,6,0.5,0.5,1,0,1,0.000412855627208399,0.0222446815748634,-0.328136640077061,541965
"1315","nonsyn","int",4500,0.05,5,0.001,6,6,0.5,0.5,0.5,0,1,0.000581267563665695,0.0332766272946869,-0.454782279034912,1386029
"1316","nonsyn","int",4500,0.05,5,0.001,6,6,0.5,0.5,0.75,0,1,0.000988004814378758,0.0383821763601082,-0.442093669193001,571621
"1317","nonsyn","int",4500,0.05,5,0.001,6,6,0.5,0.5,1,0,1,9.71391395320447e-05,0.0198788224207715,-0.419397512344725,647113
"1318","nonsyn","int",4500,0.1,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00191846204435287,0.0258128986544593,-0.305093166081453,434876
"1319","nonsyn","int",4500,0.2,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00323670734409654,0.0290902213062201,-0.234115414663401,509947
"1320","nonsyn","int",4500,0.5,0.01,0.001,6,6,0.5,0.5,0.5,0,1,0.00452109715584498,0.0338638210899372,-0.16099645850497,424133
"1321","nonsyn","int",5000,0,0.01,0.001,6,6,0.5,0.5,0.5,0,1,9.3134328358209e-05,0.0184357477032842,-0.420979266478114,42210
"1322","nonsyn","int",5000,0.01,0.01,0.001,6,6,0.5,0.5,0.5,0,1,2.99463710772334e-05,0.0187107637515225,-0.418947885204312,824928
"1323","nonsyn","int",5000,0.05,0.01,0,6,5,0.5,0.5,0.5,0,1,0.00057093698909221,0.0182935476271197,-0.0696804026515236,2572015
